id,pokemon,type,species,height,weight,abilities,ev_field,catch_rate,base_friendship,base_exp,growth_rate,egg_groups,gender,egg_cycles,hp_base,hp_min,hp_max,attack_base,attack_min,attack_max,defense_base,defense_min,defense_max,special_attack_base,special_attack_min,special_attack_max,special_defense_base,special_defense_min,special_defense_max,speed_base,speed_min,speed_max,inserted_date
33254cf4-88e0-4b6f-9c06-affbae4a88e5,Runerigus,"Ground, Ghost",Grudge Pokémon,1.6 m (5′03″),66.6 kg (146.8 lbs),1. Wandering Spirit,2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,"Amorphous, Mineral","50% male, 50% female","25 (6,169–6,425 steps)",58,226,320,95,175,317,145,265,427,50,94,218,105,193,339,30,58,174,2024-04-26 17:43:06.450000
2783790d-4796-4134-af48-c37b86247e2f,Sableye,"Dark, Ghost",Darkness Pokémon,0.5 m (1′08″),11.0 kg (24.3 lbs),"1. Keen Eye, 2. Stall, Prankster (hidden ability)","1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",35 (lower than normal),133,Medium Slow,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",50,210,304,75,139,273,75,139,273,65,121,251,65,121,251,50,94,218,2024-04-26 17:43:06.450000
f4d90e61-7656-4f5d-8d80-ab8acfd180c2,Mega Sableye,"Dark, Ghost",Darkness Pokémon,0.5 m (1′08″),161.0 kg (354.9 lbs),1. Magic Bounce,"1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",35 (lower than normal),168,Medium Slow,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",50,210,304,85,157,295,125,229,383,85,157,295,115,211,361,20,40,152,2024-04-26 17:43:06.450000
caccadaf-3295-4539-8dde-e54e75129a62,Salamence,"Dragon, Flying",Dragon Pokémon,1.5 m (4′11″),102.6 kg (226.2 lbs),"1. Intimidate, Moxie (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",95,300,394,135,247,405,80,148,284,110,202,350,80,148,284,100,184,328,2024-04-26 17:43:06.451000
3039e899-82de-4aa8-b37a-b3bd4cfc9ee8,Mega Salamence,"Dragon, Flying",Dragon Pokémon,1.8 m (5′11″),112.6 kg (248.2 lbs),1. Aerilate,3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),315,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",95,300,394,145,265,427,130,238,394,120,220,372,90,166,306,120,220,372,2024-04-26 17:43:06.451000
32225c80-627e-4ba3-bb09-8f8edc3335ab,Salandit,"Poison, Fire",Toxic Lizard Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs),"1. Corrosion, Oblivious (hidden ability)",1 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),64,Medium Fast,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",48,206,300,44,83,205,40,76,196,71,132,265,40,76,196,77,143,278,2024-04-26 17:43:06.452000
5ce17252-00f8-4ae5-b899-8ae0dd8da3a0,Salazzle,"Poison, Fire",Toxic Lizard Pokémon,1.2 m (3′11″),22.2 kg (48.9 lbs),"1. Corrosion, Oblivious (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Dragon, Monster","0% male, 100% female","20 (4,884–5,140 steps)",68,246,340,64,119,249,60,112,240,111,204,353,60,112,240,117,215,366,2024-04-26 17:43:06.452000
2c7f8971-6057-4b86-85e9-c0f1ca69b31a,Samurott,Water,Formidable Pokémon,1.5 m (4′11″),94.6 kg (208.6 lbs),"1. Torrent, Shell Armor (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),264,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",95,300,394,100,184,328,85,157,295,108,198,346,70,130,262,70,130,262,2024-04-26 17:43:06.452000
14f6c0b4-6351-485f-88aa-b1f55718067a,Hisuian Samurott,"Water, Dark",Formidable Pokémon,1.5 m (4′11″),58.2 kg (128.3 lbs),"1. Torrent, Sharpness (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),264,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",90,290,384,108,198,346,80,148,284,100,184,328,65,121,251,85,157,295,2024-04-26 17:43:06.453000
8f639ae4-1457-40b1-b558-3d180e3a2e5e,Sandaconda,Ground,Sand Snake Pokémon,3.8 m (12′06″),65.5 kg (144.4 lbs),"1. Sand Spit, 2. Shed Skin, Sand Veil (hidden ability)",2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),179,Medium Fast,"Dragon, Field","50% male, 50% female","20 (4,884–5,140 steps)",72,254,348,107,197,344,125,229,383,65,121,251,70,130,262,71,132,265,2024-04-26 17:43:06.453000
c89c4d6c-0d6f-4d84-afc2-a843b29ecc64,Sandile,"Ground, Dark",Desert Croc Pokémon,0.7 m (2′04″),15.2 kg (33.5 lbs),"1. Intimidate, 2. Moxie, Anger Point (hidden ability)",1 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),58,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,72,134,267,35,67,185,35,67,185,35,67,185,65,121,251,2024-04-26 17:43:06.454000
45b96a70-e90e-4f0b-8911-718417604799,Sandshrew,Ground,Mouse Pokémon,0.6 m (2′00″),12.0 kg (26.5 lbs),"1. Sand Veil, Sand Rush (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,85,157,295,20,40,152,30,58,174,40,76,196,2024-04-26 17:43:06.454000
e9c69006-62f5-435c-b54b-bc3d0f3ed584,Alolan Sandshrew,"Ice, Steel",Mouse Pokémon,0.7 m (2′04″),40.0 kg (88.2 lbs),"1. Snow Cloak, Slush Rush (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,90,166,306,10,22,130,35,67,185,40,76,196,2024-04-26 17:43:06.454000
d7a2c900-1ae9-4cc7-b423-ef70c125d0b5,Sandslash,Ground,Mouse Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),"1. Sand Veil, Sand Rush (hidden ability)",2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,110,202,350,45,85,207,55,103,229,65,121,251,2024-04-26 17:43:06.455000
26e1f148-b5bd-4807-bbe3-873016201ede,Alolan Sandslash,"Ice, Steel",Mouse Pokémon,1.2 m (3′11″),55.0 kg (121.3 lbs),"1. Snow Cloak, Slush Rush (hidden ability)",2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,120,220,372,25,49,163,65,121,251,65,121,251,2024-04-26 17:43:06.455000
a7afac4a-676c-43e6-98e1-7f083eeae033,Sandy Shocks,"Electric, Ground",Paradox Pokémon,2.3 m (7′07″),60.0 kg (132.3 lbs),1. Protosynthesis,3 Sp. Atk,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",85,280,374,81,150,287,97,179,322,121,222,375,85,157,295,101,186,331,2024-04-26 17:43:06.456000
0ed2d6c1-d3ba-44c4-8cd7-dc2aa3287683,Sandygast,"Ghost, Ground",Sand Heap Pokémon,0.5 m (1′08″),70.0 kg (154.3 lbs),"1. Water Compaction, Sand Veil (hidden ability)",1 Defense,"140 (18.3% with PokéBall, full HP)",50 (normal),64,Medium Fast,Amorphous,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,55,103,229,80,148,284,70,130,262,45,85,207,15,31,141,2024-04-26 17:43:06.456000
12c6180c-b1d2-48db-b7a0-4e81f45c4cc6,Sawk,Fighting,Karate Pokémon,1.4 m (4′07″),51.0 kg (112.4 lbs),"1. Sturdy, 2. Inner Focus, Mold Breaker (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),163,Medium Fast,Human-Like,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,125,229,383,75,139,273,30,58,174,75,139,273,85,157,295,2024-04-26 17:43:06.457000
43b69fc2-9367-4043-9966-16fb7f1f039d,Sawsbuck,"Normal, Grass",Season Pokémon,1.9 m (6′03″),92.5 kg (203.9 lbs),"1. Chlorophyll, 2. Sap Sipper, Serene Grace (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,100,184,328,70,130,262,60,112,240,70,130,262,95,175,317,2024-04-26 17:43:06.457000
cd83fd95-51ff-4820-9e0d-da2bc8fcff0d,Scatterbug,Bug,Scatterdust Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"1. Shield Dust, 2. Compound Eyes, Friend Guard (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),40,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",38,186,280,35,67,185,40,76,196,27,53,168,25,49,163,35,67,185,2024-04-26 17:43:06.458000
af15e1e8-53db-46d8-9099-54712d09646f,Sceptile,Grass,Forest Pokémon,1.7 m (5′07″),52.2 kg (115.1 lbs),"1. Overgrow, Unburden (hidden ability)",3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,65,121,251,105,193,339,85,157,295,120,220,372,2024-04-26 17:43:06.458000
ca0364af-b2ae-4c69-ab67-7a0fa8cd583b,Mega Sceptile,"Grass, Dragon",Forest Pokémon,1.9 m (6′03″),55.2 kg (121.7 lbs),1. Lightning Rod,3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),284,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,110,202,350,75,139,273,145,265,427,85,157,295,145,265,427,2024-04-26 17:43:06.458000
ebca717e-0397-45d8-a0ae-c082b7c0967e,Scizor,"Bug, Steel",Pincer Pokémon,1.8 m (5′11″),118.0 kg (260.1 lbs),"1. Swarm, 2. Technician, Light Metal (hidden ability)",2 Attack,"25 (3.3% with PokéBall, full HP)",50 (normal),175,Medium Fast,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,130,238,394,100,184,328,55,103,229,80,148,284,65,121,251,2024-04-26 17:43:06.459000
5760e347-69b8-446f-9d79-bbcc9c51e93d,Mega Scizor,"Bug, Steel",Pincer Pokémon,2.0 m (6′07″),125.0 kg (275.6 lbs),1. Technician,2 Attack,"25 (3.3% with PokéBall, full HP)",50 (normal),210,Medium Fast,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,150,274,438,140,256,416,65,121,251,100,184,328,75,139,273,2024-04-26 17:43:06.459000
5b8bf090-bde8-4d90-983f-b69f35542c93,Scolipede,"Bug, Poison",Megapede Pokémon,2.5 m (8′02″),200.5 kg (442.0 lbs),"1. Poison Point, 2. Swarm, Speed Boost (hidden ability)",3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),218,Medium Slow,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,100,184,328,89,164,304,55,103,229,69,128,260,112,206,355,2024-04-26 17:43:06.460000
381d7b71-c0ce-4585-9f91-f583ae3c86c4,Scorbunny,Fire,Rabbit Pokémon,0.3 m (1′00″),4.5 kg (9.9 lbs),"1. Blaze, Libero (hidden ability)",1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,71,132,265,40,76,196,40,76,196,40,76,196,69,128,260,2024-04-26 17:43:06.460000
734e6048-64bb-41bf-8d69-df506c677300,Scovillain,"Grass, Fire",Spicy Pepper Pokémon,0.9 m (2′11″),15.0 kg (33.1 lbs),"1. Chlorophyll, 2. Insomnia, Moody (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,108,198,346,65,121,251,108,198,346,65,121,251,75,139,273,2024-04-26 17:43:06.460000
591691d5-7dda-4198-8506-fc863340985d,Scrafty,"Dark, Fighting",Hoodlum Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),"1. Shed Skin, 2. Moxie, Intimidate (hidden ability)","1 Defense, 1 Sp. Def","90 (11.8% with PokéBall, full HP)",50 (normal),171,Medium Fast,"Dragon, Field","50% male, 50% female","15 (3,599–3,855 steps)",65,240,334,90,166,306,115,211,361,45,85,207,115,211,361,58,108,236,2024-04-26 17:43:06.461000
19c845c5-4b2f-4fdf-a84b-87b0d917a333,Scraggy,"Dark, Fighting",Shedding Pokémon,0.6 m (2′00″),11.8 kg (26.0 lbs),"1. Shed Skin, 2. Moxie, Intimidate (hidden ability)",1 Attack,"180 (23.5% with PokéBall, full HP)",35 (lower than normal),70,Medium Fast,"Dragon, Field","50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,75,139,273,70,130,262,35,67,185,70,130,262,48,90,214,2024-04-26 17:43:06.461000
50b312d3-8a80-4e0e-a1f7-2ba8424db24c,Scream Tail,"Fairy, Psychic",Paradox Pokémon,1.2 m (3′11″),8.0 kg (17.6 lbs),1. Protosynthesis,3 HP,"50 (6.5% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",115,340,434,65,121,251,99,182,326,65,121,251,115,211,361,111,204,353,2024-04-26 17:43:06.462000
4ff6e441-2da0-4c15-bfbb-2cc84a4e8a89,Scyther,"Bug, Flying",Mantis Pokémon,1.5 m (4′11″),56.0 kg (123.5 lbs),"1. Swarm, 2. Technician, Steadfast (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),100,Medium Fast,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,110,202,350,80,148,284,55,103,229,80,148,284,105,193,339,2024-04-26 17:43:06.462000
01e62c4c-84f0-4e77-a0f5-22588b12c324,Seadra,Water,Dragon Pokémon,1.2 m (3′11″),25.0 kg (55.1 lbs),"1. Poison Point, 2. Sniper, Damp (hidden ability)","1 Defense, 1 Sp. Atk","75 (9.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,65,121,251,95,175,317,95,175,317,45,85,207,85,157,295,2024-04-26 17:43:06.463000
3d567fe1-dbdf-4db4-b8d2-d755f5a366fb,Seaking,Water,Goldfish Pokémon,1.3 m (4′03″),39.0 kg (86.0 lbs),"1. Swift Swim, 2. Water Veil, Lightning Rod (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,92,170,311,65,121,251,65,121,251,80,148,284,68,126,258,2024-04-26 17:43:06.463000
39e465f4-ffe9-426a-935d-6268949422ae,Sealeo,"Ice, Water",Ball Roll Pokémon,1.1 m (3′07″),87.6 kg (193.1 lbs),"1. Thick Fat, 2. Ice Body, Oblivious (hidden ability)",2 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),144,Medium Slow,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,60,112,240,70,130,262,75,139,273,70,130,262,45,85,207,2024-04-26 17:43:06.463000
fa12889e-f7c1-4c20-8d3d-0a04fea2322a,Seedot,Grass,Acorn Pokémon,0.5 m (1′08″),4.0 kg (8.8 lbs),"1. Chlorophyll, 2. Early Bird, Pickpocket (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),44,Medium Slow,"Field, Grass","50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,40,76,196,50,94,218,30,58,174,30,58,174,30,58,174,2024-04-26 17:43:06.464000
86ea25da-7452-449b-b2a0-ab46cd120868,Seel,Water,Sea Lion Pokémon,1.1 m (3′07″),90.0 kg (198.4 lbs),"1. Thick Fat, 2. Hydration, Ice Body (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,45,85,207,55,103,229,45,85,207,70,130,262,45,85,207,2024-04-26 17:43:06.464000
0befca25-9930-494e-b3ec-4d8ad3fc3ea6,Seismitoad,"Water, Ground",Vibration Pokémon,1.5 m (4′11″),62.0 kg (136.7 lbs),"1. Swift Swim, 2. Poison Touch, Water Absorb (hidden ability)",3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),229,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",105,320,414,95,175,317,75,139,273,85,157,295,75,139,273,74,137,271,2024-04-26 17:43:06.464000
30b8ec63-1fbe-41ff-adb6-937bb03a8c75,Sentret,Normal,Scout Pokémon,0.8 m (2′07″),6.0 kg (13.2 lbs),"1. Run Away, 2. Keen Eye, Frisk (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),43,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",35,180,274,46,87,210,34,65,183,35,67,185,45,85,207,20,40,152,2024-04-26 17:43:06.465000
97f45ee4-0489-4753-8f1f-0be45360045f,Serperior,Grass,Regal Pokémon,3.3 m (10′10″),63.0 kg (138.9 lbs),"1. Overgrow, Contrary (hidden ability)",3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),238,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",75,260,354,75,139,273,95,175,317,75,139,273,95,175,317,113,207,357,2024-04-26 17:43:06.465000
8bfcf0d1-c18e-43ba-a9eb-fbcc8504aae6,Servine,Grass,Grass Snake Pokémon,0.8 m (2′07″),16.0 kg (35.3 lbs),"1. Overgrow, Contrary (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),145,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,75,139,273,60,112,240,75,139,273,83,153,291,2024-04-26 17:43:06.466000
9df960ea-6237-4444-876a-7ce25a35dd78,Seviper,Poison,Fang Snake Pokémon,2.7 m (8′10″),52.5 kg (115.7 lbs),"1. Shed Skin, Infiltrator (hidden ability)","1 Attack, 1 Sp. Atk","90 (11.8% with PokéBall, full HP)",50 (normal),160,Fluctuating,"Dragon, Field","50% male, 50% female","20 (4,884–5,140 steps)",73,256,350,100,184,328,60,112,240,100,184,328,60,112,240,65,121,251,2024-04-26 17:43:06.466000
28f76044-1208-4591-b216-eb5e27e0b629,Sewaddle,"Bug, Grass",Sewing Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"1. Swarm, 2. Chlorophyll, Overcoat (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),62,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,53,99,225,70,130,262,40,76,196,60,112,240,42,80,201,2024-04-26 17:43:06.466000
57fa5e91-82dd-4986-9d2b-ce697bdaea19,Sharpedo,"Water, Dark",Brutal Pokémon,1.8 m (5′11″),88.8 kg (195.8 lbs),"1. Rough Skin, Speed Boost (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),161,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,120,220,372,40,76,196,95,175,317,40,76,196,95,175,317,2024-04-26 17:43:06.467000
2dc03576-40d2-4fb3-bd2e-51f82d020fec,Mega Sharpedo,"Water, Dark",Brutal Pokémon,2.5 m (8′02″),130.3 kg (287.3 lbs),1. Strong Jaw,2 Attack,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),196,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,140,256,416,70,130,262,110,202,350,65,121,251,105,193,339,2024-04-26 17:43:06.467000
90c25873-b76a-4b7b-837c-60d0eba61557,Shaymin Land Forme,Grass,Gratitude Pokémon,0.2 m (0′08″),2.1 kg (4.6 lbs),1. Natural Cure,3 HP,"45 (5.9% with PokéBall, full HP)",100 (higher than normal),270,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,2024-04-26 17:43:06.467000
377cdee4-f7cf-4488-81ff-0b37f0a2c592,Shaymin Sky Forme,"Grass, Flying",Gratitude Pokémon,0.4 m (1′04″),5.2 kg (11.5 lbs),1. Serene Grace,3 Speed,"45 (5.9% with PokéBall, full HP)",100 (higher than normal),270,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,103,189,335,75,139,273,120,220,372,75,139,273,127,233,388,2024-04-26 17:43:06.468000
a732efe0-f78e-499f-a6a1-c6619a6096d6,Shedinja,"Bug, Ghost",Shed Pokémon,0.8 m (2′07″),1.2 kg (2.6 lbs),1. Wonder Guard,2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),83,Erratic,Mineral,Genderless,"15 (3,599–3,855 steps)",1,1,1,90,166,306,45,85,207,30,58,174,30,58,174,40,76,196,2024-04-26 17:43:06.468000
173d739f-507e-4389-9ce3-ff79a54288bc,Shelgon,Dragon,Endurance Pokémon,1.1 m (3′07″),110.5 kg (243.6 lbs),"1. Rock Head, Overcoat (hidden ability)",2 Defense,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),147,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",65,240,334,95,175,317,100,184,328,60,112,240,50,94,218,50,94,218,2024-04-26 17:43:06.468000
18a355f8-64c4-457d-a178-1a2cba6ac878,Shellder,Water,Bivalve Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),"1. Shell Armor, 2. Skill Link, Overcoat (hidden ability)",1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Slow,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,65,121,251,100,184,328,45,85,207,25,49,163,40,76,196,2024-04-26 17:43:06.469000
dcda84a9-e1d4-4781-933e-e3483fb764cb,Shellos,Water,Sea Slug Pokémon,0.3 m (1′00″),6.3 kg (13.9 lbs),"1. Sticky Hold, 2. Storm Drain, Sand Force (hidden ability)",1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",76,262,356,48,90,214,48,90,214,57,107,234,62,116,245,34,65,183,2024-04-26 17:43:06.469000
ec3d4741-5f68-4287-ad85-c2ce03f01a9f,Shelmet,Bug,Snail Pokémon,0.4 m (1′04″),7.7 kg (17.0 lbs),"1. Hydration, 2. Shell Armor, Overcoat (hidden ability)",1 Defense,"200 (26.1% with PokéBall, full HP)",50 (normal),61,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,40,76,196,85,157,295,40,76,196,65,121,251,25,49,163,2024-04-26 17:43:06.469000
4ac1185f-e70f-41bf-bf13-567e777e295f,Shieldon,"Rock, Steel",Shield Pokémon,0.5 m (1′08″),57.0 kg (125.7 lbs),"1. Sturdy, Soundproof (hidden ability)",1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),70,Erratic,Monster,"87.5% male, 12.5% female","30 (7,454–7,710 steps)",30,170,264,42,80,201,118,216,368,42,80,201,88,162,302,30,58,174,2024-04-26 17:43:06.469000
65bb361f-ec32-4296-8b67-1ac1e3b28ac5,Shiftry,"Grass, Dark",Wicked Pokémon,1.3 m (4′03″),59.6 kg (131.4 lbs),"1. Chlorophyll, 2. Early Bird, Pickpocket (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),216,Medium Slow,"Field, Grass","50% male, 50% female","15 (3,599–3,855 steps)",90,290,384,100,184,328,60,112,240,90,166,306,60,112,240,80,148,284,2024-04-26 17:43:06.470000
90c2ac7e-7d8d-4f4d-9837-626355a80d87,Shiinotic,"Grass, Fairy",Illuminating Pokémon,1.0 m (3′03″),11.5 kg (25.4 lbs),"1. Illuminate, 2. Effect Spore, Rain Dish (hidden ability)",2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),142,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,45,85,207,80,148,284,90,166,306,100,184,328,30,58,174,2024-04-26 17:43:06.470000
ea65af18-e01d-411e-b322-2cb784c1f488,Shinx,Electric,Flash Pokémon,0.5 m (1′08″),9.5 kg (20.9 lbs),"1. Rivalry, 2. Intimidate, Guts (hidden ability)",1 Attack,"235 (30.7% with PokéBall, full HP)",50 (normal),53,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,65,121,251,34,65,183,40,76,196,34,65,183,45,85,207,2024-04-26 17:43:06.470000
9deb7196-c34a-48cb-b9df-cabf9173ba7e,Shroodle,"Poison, Normal",Toxic Mouse Pokémon,0.2 m (0′08″),0.7 kg (1.5 lbs),"1. Unburden, 2. Pickpocket, Prankster (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,65,121,251,35,67,185,40,76,196,35,67,185,75,139,273,2024-04-26 17:43:06.470000
867e6973-4e69-4714-9445-1e6576ace3dc,Shroomish,Grass,Mushroom Pokémon,0.4 m (1′04″),4.5 kg (9.9 lbs),"1. Effect Spore, 2. Poison Heal, Quick Feet (hidden ability)",1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),59,Fluctuating,"Fairy, Grass","50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,40,76,196,60,112,240,40,76,196,60,112,240,35,67,185,2024-04-26 17:43:06.471000
ab63f8e3-d07a-44b3-a032-7726164bb498,Shuckle,"Bug, Rock",Mold Pokémon,0.6 m (2′00″),20.5 kg (45.2 lbs),"1. Sturdy, 2. Gluttony, Contrary (hidden ability)","1 Defense, 1 Sp. Def","190 (24.8% with PokéBall, full HP)",50 (normal),177,Medium Slow,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",20,150,244,10,22,130,230,418,614,10,22,130,230,418,614,5,13,119,2024-04-26 17:43:06.471000
1021b94b-1391-41c2-a9a9-c375f9d2ff44,Shuppet,Ghost,Puppet Pokémon,0.6 m (2′00″),2.3 kg (5.1 lbs),"1. Insomnia, 2. Frisk, Cursed Body (hidden ability)",1 Attack,"225 (29.4% with PokéBall, full HP)",35 (lower than normal),59,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)",44,198,292,75,139,273,35,67,185,63,117,247,33,63,181,45,85,207,2024-04-26 17:43:06.471000
b235e5f1-80dd-4e38-b8bb-1b1c1ca5e046,Sigilyph,"Psychic, Flying",Avianoid Pokémon,1.4 m (4′07″),14.0 kg (30.9 lbs),"1. Wonder Skin, 2. Magic Guard, Tinted Lens (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Flying,"50% male, 50% female","20 (4,884–5,140 steps)",72,254,348,58,108,236,80,148,284,103,189,335,80,148,284,97,179,322,2024-04-26 17:43:06.472000
